date,temperature,humidity,luminosity
2021-11-17 16:03:57.446,16.8,30.3,156
2021-11-17 16:03:57.343,16.8,30.3,156
2021-11-17 16:03:57.245,16.8,30.3,156
2021-11-17 16:03:57.142,16.8,30.3,156
2021-11-17 16:03:57.040,16.8,30.3,156
2021-11-17 16:03:56.941,16.8,30.3,155
2021-11-17 16:03:56.839,16.8,30.3,155
2021-11-17 16:03:56.737,16.8,30.3,156
2021-11-17 16:03:56.360,16.8,30.3,156
2021-11-17 16:03:56.262,16.8,30.3,156
2021-11-17 16:03:56.159,16.8,30.3,156
2021-11-17 16:03:56.057,16.8,30.3,156
2021-11-17 16:03:55.959,16.8,30.3,156
2021-11-17 16:03:55.856,16.8,30.3,156
2021-11-17 16:03:55.754,16.8,30.3,156
2021-11-17 16:03:55.655,16.8,30.3,156
2021-11-17 16:03:55.553,16.8,30.3,156
2021-11-17 16:03:55.451,16.8,30.3,156
2021-11-17 16:03:55.348,16.8,30.3,156
2021-11-17 16:03:55.250,16.8,30.3,156
2021-11-17 16:03:55.147,16.8,30.3,156
2021-11-17 16:03:55.045,16.8,30.3,156
2021-11-17 16:03:54.947,16.8,30.3,156
2021-11-17 16:03:54.844,16.8,30.3,155
2021-11-17 16:03:54.742,16.8,30.3,155
2021-11-17 16:03:54.644,16.8,30.3,156
2021-11-17 16:03:54.267,16.8,30.3,156
2021-11-17 16:03:54.164,16.8,30.3,156
2021-11-17 16:03:54.062,16.8,30.3,156
2021-11-17 16:03:53.964,16.8,30.3,156
2021-11-17 16:03:53.861,16.8,30.3,156
2021-11-17 16:03:53.759,16.8,30.3,156
2021-11-17 16:03:53.660,16.8,30.3,156
2021-11-17 16:03:53.558,16.8,30.3,156
2021-11-17 16:03:53.456,16.8,30.3,156
2021-11-17 16:03:53.357,16.8,30.3,156
2021-11-17 16:03:53.255,16.8,30.3,156
2021-11-17 16:03:53.152,16.8,30.3,156
2021-11-17 16:03:53.050,16.8,30.3,156
2021-11-17 16:03:52.952,16.8,30.3,156
2021-11-17 16:03:52.849,16.8,30.3,156
2021-11-17 16:03:52.747,16.8,30.3,155
2021-11-17 16:03:52.649,16.8,30.3,155
2021-11-17 16:03:52.546,16.8,30.3,156
2021-11-17 16:03:52.169,16.8,30.3,156
2021-11-17 16:03:52.071,16.8,30.3,156
2021-11-17 16:03:51.969,16.8,30.3,156
2021-11-17 16:03:51.866,16.8,30.3,156
2021-11-17 16:03:51.764,16.8,30.3,156
2021-11-17 16:03:51.665,16.8,30.3,156
2021-11-17 16:03:51.563,16.8,30.3,156
2021-11-17 16:03:51.461,16.8,30.3,156
2021-11-17 16:03:51.362,16.8,30.3,156
2021-11-17 16:03:51.260,16.8,30.3,156
2021-11-17 16:03:51.158,16.8,30.3,156
2021-11-17 16:03:51.059,16.8,30.3,156
2021-11-17 16:03:50.957,16.8,30.3,156
2021-11-17 16:03:50.854,16.8,30.3,156
2021-11-17 16:03:50.752,16.8,30.3,156
2021-11-17 16:03:50.654,16.8,30.3,156
2021-11-17 16:03:50.551,16.8,30.3,155
2021-11-17 16:03:50.449,16.8,30.3,156
2021-11-17 16:03:50.076,16.8,30.3,156
2021-11-17 16:03:49.974,16.8,30.3,156
2021-11-17 16:03:49.871,16.8,30.3,156
2021-11-17 16:03:49.773,16.8,30.3,156
2021-11-17 16:03:49.671,16.8,30.3,156
2021-11-17 16:03:49.568,16.8,30.3,156
2021-11-17 16:03:49.466,16.8,30.3,156
2021-11-17 16:03:49.367,16.8,30.3,156
2021-11-17 16:03:49.265,16.8,30.3,156
2021-11-17 16:03:49.163,16.8,30.3,156
2021-11-17 16:03:49.064,16.8,30.3,156
2021-11-17 16:03:48.962,16.8,30.3,156
2021-11-17 16:03:48.859,16.8,30.3,156
2021-11-17 16:03:48.761,16.8,30.3,156
2021-11-17 16:03:48.659,16.8,30.3,156
2021-11-17 16:03:48.556,16.8,30.3,155
2021-11-17 16:03:48.454,16.8,30.3,155
2021-11-17 16:03:48.356,16.8,30.3,156
2021-11-17 16:03:47.979,16.8,30.3,156
2021-11-17 16:03:47.876,16.8,30.3,156
2021-11-17 16:03:47.778,16.8,30.3,156
2021-11-17 16:03:47.676,16.8,30.3,156
2021-11-17 16:03:47.573,16.8,30.3,156
2021-11-17 16:03:47.475,16.8,30.3,156
2021-11-17 16:03:47.372,16.8,30.3,156
2021-11-17 16:03:47.270,16.8,30.3,156
2021-11-17 16:03:47.168,16.8,30.3,156
2021-11-17 16:03:47.069,16.8,30.3,156
2021-11-17 16:03:46.967,16.8,30.3,156
2021-11-17 16:03:46.865,16.8,30.3,155
2021-11-17 16:03:46.766,16.8,30.3,156
2021-11-17 16:03:46.664,16.8,30.3,156
2021-11-17 16:03:46.561,16.8,30.3,155
2021-11-17 16:03:46.463,16.8,30.3,155
2021-11-17 16:03:46.361,16.8,30.3,155
2021-11-17 16:03:46.258,16.8,30.3,156
2021-11-17 16:03:45.881,16.8,30.3,156
2021-11-17 16:03:45.783,16.8,30.3,156
2021-11-17 16:03:45.681,16.8,30.3,156
2021-11-17 16:03:45.578,16.8,30.3,156
2021-11-17 16:03:45.480,16.8,30.3,157
2021-11-17 16:03:45.378,16.8,30.3,157
2021-11-17 16:03:45.275,16.8,30.3,156
2021-11-17 16:03:45.177,16.8,30.3,156
2021-11-17 16:03:45.074,16.8,30.3,156
2021-11-17 16:03:44.972,16.8,30.3,157
2021-11-17 16:03:44.870,16.8,30.3,156
2021-11-17 16:03:44.771,16.8,30.3,156
2021-11-17 16:03:44.669,16.8,30.3,156
2021-11-17 16:03:44.566,16.8,30.3,156
2021-11-17 16:03:44.468,16.8,30.3,156
2021-11-17 16:03:44.366,16.8,30.3,156
2021-11-17 16:03:44.261,16.8,30.3,156
2021-11-17 16:03:44.163,16.8,30.3,156
2021-11-17 16:03:43.786,16.8,30.3,156
2021-11-17 16:03:43.683,16.8,30.3,156
2021-11-17 16:03:43.581,16.8,30.3,156
2021-11-17 16:03:43.483,16.8,30.3,156
2021-11-17 16:03:43.380,16.8,30.3,156
2021-11-17 16:03:43.278,16.8,30.3,156
2021-11-17 16:03:43.179,16.8,30.3,156
2021-11-17 16:03:43.077,16.8,30.3,156
2021-11-17 16:03:42.975,16.8,30.3,156
2021-11-17 16:03:42.876,16.8,30.3,156
2021-11-17 16:03:42.774,16.8,30.3,156
2021-11-17 16:03:42.672,16.8,30.3,156
2021-11-17 16:03:42.569,16.8,30.3,156
2021-11-17 16:03:42.471,16.8,30.3,156
2021-11-17 16:03:42.369,16.8,30.3,155
2021-11-17 16:03:42.266,16.8,30.3,155
2021-11-17 16:03:42.168,16.8,30.3,155
2021-11-17 16:03:42.065,16.8,30.3,156
2021-11-17 16:03:41.689,16.8,30.2,156
2021-11-17 16:03:41.590,16.8,30.2,156
2021-11-17 16:03:41.488,16.8,30.2,156
2021-11-17 16:03:41.385,16.8,30.2,156
2021-11-17 16:03:41.283,16.8,30.2,156
2021-11-17 16:03:41.185,16.8,30.2,156
2021-11-17 16:03:41.082,16.8,30.2,156
2021-11-17 16:03:40.980,16.8,30.2,156
2021-11-17 16:03:40.882,16.8,30.2,156
2021-11-17 16:03:40.779,16.8,30.2,156
2021-11-17 16:03:40.677,16.8,30.2,156
2021-11-17 16:03:40.578,16.8,30.2,156
2021-11-17 16:03:40.476,16.8,30.2,156
2021-11-17 16:03:40.374,16.8,30.2,156
2021-11-17 16:03:40.275,16.8,30.2,156
2021-11-17 16:03:40.173,16.8,30.2,156
2021-11-17 16:03:40.070,16.8,30.2,155
2021-11-17 16:03:39.968,16.8,30.2,156
2021-11-17 16:03:39.595,16.8,30.2,156
2021-11-17 16:03:39.493,16.8,30.2,156
2021-11-17 16:03:39.390,16.8,30.2,156
2021-11-17 16:03:39.292,16.8,30.2,156
2021-11-17 16:03:39.190,16.8,30.2,156
2021-11-17 16:03:39.087,16.8,30.2,156
2021-11-17 16:03:38.985,16.8,30.2,156
2021-11-17 16:03:38.886,16.8,30.2,156
2021-11-17 16:03:38.784,16.8,30.2,156
2021-11-17 16:03:38.682,16.8,30.2,157
2021-11-17 16:03:38.583,16.8,30.2,156
2021-11-17 16:03:38.481,16.8,30.2,156
2021-11-17 16:03:38.378,16.8,30.2,156
2021-11-17 16:03:38.280,16.8,30.2,155
2021-11-17 16:03:38.178,16.8,30.2,155
2021-11-17 16:03:38.075,16.8,30.2,155
2021-11-17 16:03:37.977,16.8,30.2,155
2021-11-17 16:03:37.875,16.8,30.2,156
2021-11-17 16:03:37.498,16.8,30.1,156
2021-11-17 16:03:37.395,16.8,30.1,156
2021-11-17 16:03:37.297,16.8,30.1,156
2021-11-17 16:03:37.195,16.8,30.1,156
2021-11-17 16:03:37.092,16.8,30.1,156
2021-11-17 16:03:36.994,16.8,30.1,156
2021-11-17 16:03:36.892,16.8,30.1,156
2021-11-17 16:03:36.789,16.8,30.1,156
2021-11-17 16:03:36.687,16.8,30.1,156
2021-11-17 16:03:36.588,16.8,30.1,156
2021-11-17 16:03:36.486,16.8,30.1,156
2021-11-17 16:03:36.384,16.8,30.1,156
2021-11-17 16:03:36.285,16.8,30.1,156
2021-11-17 16:03:36.183,16.8,30.1,156
2021-11-17 16:03:36.081,16.8,30.1,156
2021-11-17 16:03:35.982,16.8,30.1,156
2021-11-17 16:03:35.880,16.8,30.1,155
2021-11-17 16:03:35.777,16.8,30.1,156
2021-11-17 16:03:35.401,16.8,30.1,156
2021-11-17 16:03:35.302,16.8,30.1,156
2021-11-17 16:03:35.200,16.8,30.1,156
2021-11-17 16:03:35.097,16.8,30.1,156
2021-11-17 16:03:34.999,16.8,30.1,156
2021-11-17 16:03:34.897,16.8,30.1,156
2021-11-17 16:03:34.794,16.8,30.1,156
2021-11-17 16:03:34.696,16.8,30.1,156
2021-11-17 16:03:34.594,16.8,30.1,156
2021-11-17 16:03:34.491,16.8,30.1,156
2021-11-17 16:03:34.389,16.8,30.1,156
2021-11-17 16:03:34.290,16.8,30.1,156
2021-11-17 16:03:34.188,16.8,30.1,156
2021-11-17 16:03:34.086,16.8,30.1,155
2021-11-17 16:03:33.987,16.8,30.1,155
2021-11-17 16:03:33.885,16.8,30.1,155
2021-11-17 16:03:33.782,16.8,30.1,155
2021-11-17 16:03:33.684,16.8,30.1,155
2021-11-17 16:03:33.307,16.8,30.0,155
2021-11-17 16:03:33.205,16.8,30.0,155
2021-11-17 16:03:33.102,16.8,30.0,155
2021-11-17 16:03:33.004,16.8,30.0,155
2021-11-17 16:03:32.902,16.8,30.0,155
2021-11-17 16:03:32.799,16.8,30.0,155
2021-11-17 16:03:32.701,16.8,30.0,155
2021-11-17 16:03:32.599,16.8,30.0,155
2021-11-17 16:03:32.496,16.8,30.0,155
2021-11-17 16:03:32.398,16.8,30.0,155
2021-11-17 16:03:32.295,16.8,30.0,155
2021-11-17 16:03:32.193,16.8,30.0,155
2021-11-17 16:03:32.095,16.8,30.0,154
2021-11-17 16:03:31.992,16.8,30.0,154
2021-11-17 16:03:31.890,16.8,30.0,154
2021-11-17 16:03:31.787,16.8,30.0,154
2021-11-17 16:03:31.689,16.8,30.0,153
2021-11-17 16:03:31.587,16.8,30.0,154
2021-11-17 16:03:31.210,16.8,30.0,154
2021-11-17 16:03:31.112,16.8,30.0,153
2021-11-17 16:03:31.009,16.8,30.0,154
2021-11-17 16:03:30.907,16.8,30.0,154
2021-11-17 16:03:30.808,16.8,30.0,154
2021-11-17 16:03:30.706,16.8,30.0,154
2021-11-17 16:03:30.604,16.8,30.0,155
2021-11-17 16:03:30.501,16.8,30.0,156
2021-11-17 16:03:30.403,16.8,30.0,157
2021-11-17 16:03:30.300,16.8,30.0,157
2021-11-17 16:03:30.198,16.8,30.0,158
2021-11-17 16:03:30.100,16.8,30.0,158
2021-11-17 16:03:29.997,16.8,30.0,159
2021-11-17 16:03:29.895,16.8,30.0,160
2021-11-17 16:03:29.797,16.8,30.0,159
2021-11-17 16:03:29.694,16.8,30.0,157
2021-11-17 16:03:29.592,16.8,30.0,157
2021-11-17 16:03:29.493,16.8,30.0,156
2021-11-17 16:03:29.117,16.8,30.0,156
2021-11-17 16:03:29.014,16.8,30.0,156
2021-11-17 16:03:28.912,16.8,30.0,155
2021-11-17 16:03:28.813,16.8,30.0,156
2021-11-17 16:03:28.711,16.8,30.0,156
2021-11-17 16:03:28.609,16.8,30.0,156
2021-11-17 16:03:28.510,16.8,30.0,156
2021-11-17 16:03:28.408,16.8,30.0,156
2021-11-17 16:03:28.306,16.8,30.0,156
2021-11-17 16:03:28.207,16.8,30.0,156
2021-11-17 16:03:28.105,16.8,30.0,157
2021-11-17 16:03:28.003,16.8,30.0,157
2021-11-17 16:03:27.900,16.8,30.0,156
2021-11-17 16:03:27.802,16.8,30.0,155
2021-11-17 16:03:27.699,16.8,30.0,157
2021-11-17 16:03:27.597,16.8,30.0,158
2021-11-17 16:03:27.499,16.8,30.0,157
2021-11-17 16:03:27.396,16.8,30.0,157
2021-11-17 16:03:27.019,16.8,30.0,157
2021-11-17 16:03:26.921,16.8,30.0,157
2021-11-17 16:03:26.819,16.8,30.0,157
2021-11-17 16:03:26.716,16.8,30.0,157
2021-11-17 16:03:26.614,16.8,30.0,157
2021-11-17 16:03:26.515,16.8,30.0,156
2021-11-17 16:03:26.413,16.8,30.0,156
2021-11-17 16:03:26.311,16.8,30.0,155
2021-11-17 16:03:26.212,16.8,30.0,155
2021-11-17 16:03:26.110,16.8,30.0,155
2021-11-17 16:03:26.008,16.8,30.0,156
2021-11-17 16:03:25.909,16.8,30.0,156
2021-11-17 16:03:25.807,16.8,30.0,156
2021-11-17 16:03:25.704,16.8,30.0,156
2021-11-17 16:03:25.606,16.8,30.0,156
2021-11-17 16:03:25.504,16.8,30.0,155
2021-11-17 16:03:25.401,16.8,30.0,154
2021-11-17 16:03:25.299,16.8,30.0,161
2021-11-17 16:03:24.926,16.8,30.0,160
2021-11-17 16:03:24.824,16.8,30.0,158
2021-11-17 16:03:24.721,16.8,30.0,158
2021-11-17 16:03:24.623,16.8,30.0,157
2021-11-17 16:03:24.521,16.8,30.0,156
2021-11-17 16:03:24.418,16.8,30.0,156
2021-11-17 16:03:24.320,16.8,30.0,157
2021-11-17 16:03:24.217,16.8,30.0,157
2021-11-17 16:03:24.115,16.8,30.0,158
2021-11-17 16:03:24.013,16.8,30.0,159
2021-11-17 16:03:23.914,16.8,30.0,160
2021-11-17 16:03:23.812,16.8,30.0,160
2021-11-17 16:03:23.709,16.8,30.0,159
2021-11-17 16:03:23.611,16.8,30.0,159
2021-11-17 16:03:23.509,16.8,30.0,159
2021-11-17 16:03:23.406,16.8,30.0,159
2021-11-17 16:03:23.308,16.8,30.0,158
2021-11-17 16:03:23.206,16.8,30.0,152
2021-11-17 16:03:22.829,16.8,30.0,151
2021-11-17 16:03:22.730,16.8,30.0,152
2021-11-17 16:03:22.628,16.8,30.0,154
2021-11-17 16:03:22.525,16.8,30.0,156
2021-11-17 16:03:22.423,16.8,30.0,157
2021-11-17 16:03:22.325,16.8,30.0,157
2021-11-17 16:03:22.223,16.8,30.0,157
2021-11-17 16:03:22.120,16.8,30.0,157
2021-11-17 16:03:22.022,16.8,30.0,157
2021-11-17 16:03:21.919,16.8,30.0,157
2021-11-17 16:03:21.817,16.8,30.0,157
2021-11-17 16:03:21.719,16.8,30.0,157
2021-11-17 16:03:21.616,16.8,30.0,157
2021-11-17 16:03:21.514,16.8,30.0,157
2021-11-17 16:03:21.411,16.8,30.0,157
2021-11-17 16:03:21.313,16.8,30.0,157
2021-11-17 16:03:21.211,16.8,30.0,156
2021-11-17 16:03:21.108,16.8,30.0,157
2021-11-17 16:03:20.735,16.8,30.0,157
2021-11-17 16:03:20.633,16.8,30.0,157
2021-11-17 16:03:20.531,16.8,30.0,157
2021-11-17 16:03:20.432,16.8,30.0,157
2021-11-17 16:03:20.330,16.8,30.0,157
2021-11-17 16:03:20.228,16.8,30.0,157
2021-11-17 16:03:20.125,16.8,30.0,157
2021-11-17 16:03:20.027,16.8,30.0,157
2021-11-17 16:03:19.924,16.8,30.0,156
2021-11-17 16:03:19.822,16.8,30.0,157
2021-11-17 16:03:19.724,16.8,30.0,157
2021-11-17 16:03:19.621,16.8,30.0,157
2021-11-17 16:03:19.519,16.8,30.0,157
2021-11-17 16:03:19.421,16.8,30.0,156
2021-11-17 16:03:19.318,16.8,30.0,156
2021-11-17 16:03:19.216,16.8,30.0,156
2021-11-17 16:03:19.117,16.8,30.0,156
2021-11-17 16:03:19.015,16.8,30.0,157
2021-11-17 16:03:18.638,16.8,30.0,157
2021-11-17 16:03:18.536,16.8,30.0,157
2021-11-17 16:03:18.437,16.8,30.0,157
2021-11-17 16:03:18.335,16.8,30.0,157
2021-11-17 16:03:18.233,16.8,30.0,157
2021-11-17 16:03:18.134,16.8,30.0,157
2021-11-17 16:03:18.032,16.8,30.0,157
2021-11-17 16:03:17.929,16.8,30.0,157
2021-11-17 16:03:17.831,16.8,30.0,157
2021-11-17 16:03:17.729,16.8,30.0,157
2021-11-17 16:03:17.626,16.8,30.0,157
2021-11-17 16:03:17.524,16.8,30.0,157
2021-11-17 16:03:17.425,16.8,30.0,157
2021-11-17 16:03:17.323,16.8,30.0,156
2021-11-17 16:03:17.221,16.8,30.0,156
2021-11-17 16:03:17.122,16.8,30.0,157
2021-11-17 16:03:17.020,16.8,30.0,156
2021-11-17 16:03:16.918,16.8,30.0,157
2021-11-17 16:03:16.545,16.8,30.0,157
2021-11-17 16:03:16.442,16.8,30.0,157
2021-11-17 16:03:16.340,16.8,30.0,157
2021-11-17 16:03:16.242,16.8,30.0,157
2021-11-17 16:03:16.139,16.8,30.0,157
2021-11-17 16:03:16.037,16.8,30.0,157
2021-11-17 16:03:15.935,16.8,30.0,157
2021-11-17 16:03:15.836,16.8,30.0,157
2021-11-17 16:03:15.734,16.8,30.0,157
2021-11-17 16:03:15.631,16.8,30.0,156
2021-11-17 16:03:15.533,16.8,30.0,156
2021-11-17 16:03:15.431,16.8,30.0,156
2021-11-17 16:03:15.328,16.8,30.0,156
2021-11-17 16:03:15.230,16.8,30.0,156
2021-11-17 16:03:15.128,16.8,30.0,156
2021-11-17 16:03:15.025,16.8,30.0,156
2021-11-17 16:03:14.923,16.8,30.0,156
2021-11-17 16:03:14.824,16.8,30.0,156
2021-11-17 16:03:14.447,16.8,30.0,156
2021-11-17 16:03:14.345,16.8,30.0,156
2021-11-17 16:03:14.247,16.8,30.0,156
2021-11-17 16:03:14.144,16.8,30.0,156
2021-11-17 16:03:14.042,16.8,30.0,156
2021-11-17 16:03:13.944,16.8,30.0,156
2021-11-17 16:03:13.841,16.8,30.0,156
2021-11-17 16:03:13.739,16.8,30.0,156
2021-11-17 16:03:13.640,16.8,30.0,156
2021-11-17 16:03:13.538,16.8,30.0,156
2021-11-17 16:03:13.436,16.8,30.0,156
2021-11-17 16:03:13.333,16.8,30.0,156
2021-11-17 16:03:13.235,16.8,30.0,156
2021-11-17 16:03:13.133,16.8,30.0,156
2021-11-17 16:03:13.030,16.8,30.0,156
2021-11-17 16:03:12.932,16.8,30.0,156
2021-11-17 16:03:12.829,16.8,30.0,156
2021-11-17 16:03:12.727,16.8,30.0,156
2021-11-17 16:03:12.354,16.8,30.0,156
2021-11-17 16:03:12.252,16.8,30.0,156
2021-11-17 16:03:12.149,16.8,30.0,156
2021-11-17 16:03:12.047,16.8,30.0,156
2021-11-17 16:03:11.949,16.8,30.0,156
2021-11-17 16:03:11.846,16.8,30.0,156
2021-11-17 16:03:11.744,16.8,30.0,156
2021-11-17 16:03:11.646,16.8,30.0,157
2021-11-17 16:03:11.543,16.8,30.0,156
2021-11-17 16:03:11.441,16.8,30.0,157
2021-11-17 16:03:11.342,16.8,30.0,157
2021-11-17 16:03:11.240,16.8,30.0,156
2021-11-17 16:03:11.138,16.8,30.0,156
2021-11-17 16:03:11.039,16.8,30.0,156
