date,temperature,humidity,luminosity
2021-11-17 16:01:30.446,17.0,29.5,157
2021-11-17 16:01:30.343,17.0,29.5,157
2021-11-17 16:01:30.241,17.0,29.5,157
2021-11-17 16:01:30.143,17.0,29.5,157
2021-11-17 16:01:30.040,17.0,29.5,157
2021-11-17 16:01:29.664,17.0,29.5,157
2021-11-17 16:01:29.565,17.0,29.5,157
2021-11-17 16:01:29.463,17.0,29.5,157
2021-11-17 16:01:29.360,17.0,29.5,157
2021-11-17 16:01:29.258,17.0,29.5,156
2021-11-17 16:01:29.160,17.0,29.5,157
2021-11-17 16:01:29.057,17.0,29.5,157
2021-11-17 16:01:28.955,17.0,29.5,157
2021-11-17 16:01:28.857,17.0,29.5,156
2021-11-17 16:01:28.754,17.0,29.5,156
2021-11-17 16:01:28.652,17.0,29.5,156
2021-11-17 16:01:28.553,17.0,29.5,156
2021-11-17 16:01:28.451,17.0,29.5,156
2021-11-17 16:01:28.349,17.0,29.5,156
2021-11-17 16:01:28.246,17.0,29.5,156
2021-11-17 16:01:28.148,17.0,29.5,156
2021-11-17 16:01:28.045,17.0,29.5,156
2021-11-17 16:01:27.943,17.0,29.5,157
2021-11-17 16:01:27.570,17.0,29.5,157
2021-11-17 16:01:27.468,17.0,29.5,157
2021-11-17 16:01:27.365,17.0,29.5,157
2021-11-17 16:01:27.267,17.0,29.5,157
2021-11-17 16:01:27.165,17.0,29.5,157
2021-11-17 16:01:27.062,17.0,29.5,157
2021-11-17 16:01:26.960,17.0,29.5,157
2021-11-17 16:01:26.862,17.0,29.5,157
2021-11-17 16:01:26.759,17.0,29.5,157
2021-11-17 16:01:26.657,17.0,29.5,157
2021-11-17 16:01:26.558,17.0,29.5,157
2021-11-17 16:01:26.456,17.0,29.5,157
2021-11-17 16:01:26.354,17.0,29.5,157
2021-11-17 16:01:26.255,17.0,29.5,157
2021-11-17 16:01:26.153,17.0,29.5,157
2021-11-17 16:01:26.051,17.0,29.5,157
2021-11-17 16:01:25.952,17.0,29.5,157
2021-11-17 16:01:25.850,17.0,29.5,157
2021-11-17 16:01:25.473,17.0,29.4,157
2021-11-17 16:01:25.371,17.0,29.4,157
2021-11-17 16:01:25.272,17.0,29.4,157
2021-11-17 16:01:25.170,17.0,29.4,157
2021-11-17 16:01:25.067,17.0,29.4,157
2021-11-17 16:01:24.969,17.0,29.4,157
2021-11-17 16:01:24.867,17.0,29.4,157
2021-11-17 16:01:24.764,17.0,29.4,157
2021-11-17 16:01:24.666,17.0,29.4,157
2021-11-17 16:01:24.564,17.0,29.4,157
2021-11-17 16:01:24.461,17.0,29.4,157
2021-11-17 16:01:24.359,17.0,29.4,157
2021-11-17 16:01:24.260,17.0,29.4,157
2021-11-17 16:01:24.158,17.0,29.4,156
2021-11-17 16:01:24.056,17.0,29.4,156
2021-11-17 16:01:23.957,17.0,29.4,157
2021-11-17 16:01:23.855,17.0,29.4,157
2021-11-17 16:01:23.752,17.0,29.4,157
2021-11-17 16:01:23.380,17.0,29.4,157
2021-11-17 16:01:23.277,17.0,29.4,157
2021-11-17 16:01:23.175,17.0,29.4,157
2021-11-17 16:01:23.073,17.0,29.4,157
2021-11-17 16:01:22.974,17.0,29.4,157
2021-11-17 16:01:22.872,17.0,29.4,157
2021-11-17 16:01:22.769,17.0,29.4,157
2021-11-17 16:01:22.671,17.0,29.4,157
2021-11-17 16:01:22.569,17.0,29.4,157
2021-11-17 16:01:22.466,17.0,29.4,157
2021-11-17 16:01:22.368,17.0,29.4,157
2021-11-17 16:01:22.265,17.0,29.4,157
2021-11-17 16:01:22.163,17.0,29.4,157
2021-11-17 16:01:22.065,17.0,29.4,157
2021-11-17 16:01:21.962,17.0,29.4,157
2021-11-17 16:01:21.860,17.0,29.4,157
2021-11-17 16:01:21.757,17.0,29.4,157
2021-11-17 16:01:21.659,17.0,29.4,157
2021-11-17 16:01:21.282,17.0,29.4,157
2021-11-17 16:01:21.180,17.0,29.4,156
2021-11-17 16:01:21.082,17.0,29.4,157
2021-11-17 16:01:20.979,17.0,29.4,157
2021-11-17 16:01:20.877,17.0,29.4,157
2021-11-17 16:01:20.778,17.0,29.4,157
2021-11-17 16:01:20.676,17.0,29.4,157
2021-11-17 16:01:20.574,17.0,29.4,157
2021-11-17 16:01:20.471,17.0,29.4,157
2021-11-17 16:01:20.373,17.0,29.4,157
2021-11-17 16:01:20.270,17.0,29.4,157
2021-11-17 16:01:20.168,17.0,29.4,157
2021-11-17 16:01:20.070,17.0,29.4,157
2021-11-17 16:01:19.967,17.0,29.4,157
2021-11-17 16:01:19.865,17.0,29.4,157
2021-11-17 16:01:19.767,17.0,29.4,157
2021-11-17 16:01:19.664,17.0,29.4,157
2021-11-17 16:01:19.562,17.0,29.4,157
2021-11-17 16:01:19.189,17.0,29.4,157
2021-11-17 16:01:19.087,17.0,29.4,157
2021-11-17 16:01:18.984,17.0,29.4,157
2021-11-17 16:01:18.882,17.0,29.4,157
2021-11-17 16:01:18.784,17.0,29.4,157
2021-11-17 16:01:18.681,17.0,29.4,157
2021-11-17 16:01:18.579,17.0,29.4,157
2021-11-17 16:01:18.480,17.0,29.4,158
2021-11-17 16:01:18.378,17.0,29.4,159
2021-11-17 16:01:18.276,17.0,29.4,158
2021-11-17 16:01:18.177,17.0,29.4,157
2021-11-17 16:01:18.075,17.0,29.4,156
2021-11-17 16:01:17.973,17.0,29.4,156
2021-11-17 16:01:17.870,17.0,29.4,155
2021-11-17 16:01:17.772,17.0,29.4,156
2021-11-17 16:01:17.669,17.0,29.4,157
2021-11-17 16:01:17.567,17.0,29.4,157
2021-11-17 16:01:17.469,17.0,29.4,157
2021-11-17 16:01:17.092,17.0,29.4,157
2021-11-17 16:01:16.989,17.0,29.4,157
2021-11-17 16:01:16.891,17.0,29.4,157
2021-11-17 16:01:16.789,17.0,29.4,157
2021-11-17 16:01:16.686,17.0,29.4,157
2021-11-17 16:01:16.584,17.0,29.4,157
2021-11-17 16:01:16.485,17.0,29.4,157
2021-11-17 16:01:16.383,17.0,29.4,157
2021-11-17 16:01:16.281,17.0,29.4,157
2021-11-17 16:01:16.182,17.0,29.4,157
2021-11-17 16:01:16.080,17.0,29.4,157
2021-11-17 16:01:15.977,17.0,29.4,157
2021-11-17 16:01:15.879,17.0,29.4,157
2021-11-17 16:01:15.777,17.0,29.4,156
2021-11-17 16:01:15.674,17.0,29.4,156
2021-11-17 16:01:15.576,17.0,29.4,156
2021-11-17 16:01:15.474,17.0,29.4,156
2021-11-17 16:01:15.371,17.0,29.4,156
2021-11-17 16:01:14.994,17.0,29.4,156
2021-11-17 16:01:14.896,17.0,29.4,157
2021-11-17 16:01:14.794,17.0,29.4,158
2021-11-17 16:01:14.691,17.0,29.4,158
2021-11-17 16:01:14.593,17.0,29.4,157
2021-11-17 16:01:14.491,17.0,29.4,157
2021-11-17 16:01:14.388,17.0,29.4,157
2021-11-17 16:01:14.290,17.0,29.4,157
2021-11-17 16:01:14.187,17.0,29.4,157
2021-11-17 16:01:14.085,17.0,29.4,157
2021-11-17 16:01:13.982,17.0,29.4,157
2021-11-17 16:01:13.884,17.0,29.4,157
2021-11-17 16:01:13.782,17.0,29.4,157
2021-11-17 16:01:13.679,17.0,29.4,157
2021-11-17 16:01:13.581,17.0,29.4,157
2021-11-17 16:01:13.479,17.0,29.4,156
2021-11-17 16:01:13.376,17.0,29.4,156
2021-11-17 16:01:13.278,17.0,29.4,157
2021-11-17 16:01:12.901,17.1,29.4,157
2021-11-17 16:01:12.799,17.1,29.4,157
2021-11-17 16:01:12.696,17.1,29.4,157
2021-11-17 16:01:12.598,17.1,29.4,157
2021-11-17 16:01:12.496,17.1,29.4,157
2021-11-17 16:01:12.393,17.1,29.4,157
2021-11-17 16:01:12.295,17.1,29.4,157
2021-11-17 16:01:12.192,17.1,29.4,157
2021-11-17 16:01:12.090,17.1,29.4,157
2021-11-17 16:01:11.992,17.1,29.4,157
